,title,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6467,Till Then (Time Stands Still),Rick Astley,0.754,0.883,-11.135,0.0327,0.363,0.0,0.206,0.967,123.194
6468,Dial My Number,Rick Astley,0.617,0.672,-13.666,0.037,0.234,0.0149,0.225,0.872,113.163
6469,I'll Never Let You Down,Rick Astley,0.705,0.603,-12.775,0.0245,0.369,0.0,0.0613,0.961,97.014
6470,I Don't Want to Be Your Lover,Rick Astley,0.635,0.762,-12.672,0.0384,0.205,0.0101,0.217,0.874,97.964
6471,Hold Me in Your Arms,Rick Astley,0.729,0.412,-13.962,0.0248,0.634,2.75e-06,0.0429,0.672,95.91
6472,Never Gonna Give You Up,Rick Astley,0.721,0.939,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309
6473,Whenever You Need Somebody,Rick Astley,0.716,0.946,-13.01,0.0402,0.108,9.45e-06,0.184,0.524,115.18
6474,Together Forever,Rick Astley,0.702,0.933,-11.876,0.0492,0.0519,0.000128,0.155,0.896,115.114
6475,It Would Take a Strong Strong Man,Rick Astley,0.81,0.619,-12.61,0.0287,0.212,0.000242,0.261,0.939,108.043
6476,The Love Has Gone,Rick Astley,0.662,0.845,-12.373,0.0405,0.277,0.000195,0.0845,0.918,104.125
6477,Don't Say Goodbye,Rick Astley,0.623,0.81,-11.728,0.0333,0.0815,4.67e-05,0.177,0.87,107.097
6478,Slipping Away,Rick Astley,0.555,0.818,-12.707,0.0619,0.591,2.59e-05,0.0535,0.716,202.283
6479,No More Looking for Love,Rick Astley,0.754,0.896,-13.333,0.0444,0.411,0.00045,0.103,0.705,110.048
6480,You Move Me,Rick Astley,0.65,0.716,-13.336,0.0373,0.0888,1.58e-05,0.141,0.836,128.183
6481,When I Fall in Love,Rick Astley,0.181,0.123,-20.322,0.0348,0.759,0.012,0.0977,0.142,75.068
6482,Never Gonna Give You Up,Rick Astley,0.721,0.939,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309
6483,Whenever You Need Somebody,Rick Astley,0.716,0.946,-13.01,0.0402,0.108,9.45e-06,0.184,0.524,115.18
6484,Together Forever,Rick Astley,0.702,0.933,-11.876,0.0492,0.0519,0.000128,0.155,0.896,115.114
6485,It Would Take a Strong Strong Man,Rick Astley,0.81,0.619,-12.61,0.0287,0.212,0.000242,0.261,0.939,108.043
6486,The Love Has Gone,Rick Astley,0.662,0.845,-12.373,0.0405,0.277,0.000195,0.0845,0.918,104.125
6487,Don't Say Goodbye,Rick Astley,0.623,0.81,-11.728,0.0333,0.0815,4.67e-05,0.177,0.87,107.097
6488,Slipping Away,Rick Astley,0.555,0.818,-12.707,0.0619,0.591,2.59e-05,0.0535,0.716,202.283
6489,No More Looking for Love,Rick Astley,0.754,0.896,-13.333,0.0444,0.411,0.00045,0.103,0.705,110.048
6490,You Move Me,Rick Astley,0.65,0.716,-13.336,0.0373,0.0888,1.58e-05,0.141,0.836,128.183
6491,When I Fall in Love,Rick Astley,0.181,0.123,-20.322,0.0348,0.759,0.012,0.0977,0.142,75.068
6492,パウンドケーキ (Live) [Remastered],Van Halen,0.342,0.805,-13.429,0.0494,4.55e-06,0.846,0.974,0.267,109.248
6493,ジャッジメント・デイ (Live) [Remastered],Van Halen,0.334,0.749,-13.788,0.0513,2.3e-05,0.897,0.981,0.328,97.796
6494,スパンクト (Live) [Remastered],Van Halen,0.429,0.664,-13.656,0.0361,7.41e-05,0.687,0.952,0.364,98.302
6495,ホエン・イッツ・ラヴ (Live) [Remastered],Van Halen,0.468,0.561,-15.273,0.0281,0.000418,0.808,0.981,0.293,102.04
6496,マン・オン・ア・ミッション (Live) [Remastered],Van Halen,0.396,0.639,-13.793,0.0333,4.05e-05,0.605,0.987,0.405,96.63
6497,ライト・ナウ (Live) [Remastered],Van Halen,0.207,0.669,-14.421,0.0409,0.000475,0.531,0.935,0.182,96.463
6498,ホワイ・キャント・ディス・ビー・ラヴ (Live) [Remastered],Van Halen,0.418,0.645,-13.43,0.0479,3.69e-05,0.436,0.777,0.289,89.388
6499,フィニッシュ・ホワット・ヤ・スターテッド (Live) [Remastered],Van Halen,0.439,0.707,-13.922,0.0407,0.000357,0.33,0.91,0.69,126.22
6500,ユー・リアリー・ガット・ミー (Live) [Remastered],Van Halen,0.15,0.656,-14.129,0.0587,8.21e-05,0.344,0.473,0.458,83.142
6501,ジャンプ (Live) [Remastered],Van Halen,0.5,0.567,-13.008,0.0336,9.03e-05,0.426,0.712,0.18,128.382
6502,イン・アンド・アウト (Live) [Remastered],Van Halen,0.312,0.742,-13.448,0.0458,9.96e-06,0.907,0.989,0.202,99.738
6503,ザ・ドリーム・イズ・オーヴァー (Live) [Remastered],Van Halen,0.319,0.629,-14.511,0.0425,1.56e-05,0.579,0.962,0.398,132.697
6504,ベスト・オブ・ボーズ・ワールド (Live) [Remastered],Van Halen,0.435,0.643,-13.897,0.035,2.57e-05,0.586,0.42,0.567,120.027
6505,トップ・オブ・ザ・ワールド (Live) [Remastered],Van Halen,0.304,0.705,-13.208,0.0443,1.39e-05,0.909,0.711,0.398,129.303
6506,"Unchained - Live at the Tokyo Dome June 21, 2013",Van Halen,0.301,0.965,-4.528,0.0798,0.00346,0.354,0.524,0.297,138.19
6507,"Runnin' with the Devil - Live at the Tokyo Dome June 21, 2013",Van Halen,0.371,0.956,-5.753,0.0604,0.00858,0.00353,0.927,0.477,94.11
6508,"She's the Woman - Live at the Tokyo Dome June 21, 2013",Van Halen,0.398,0.989,-6.39,0.138,0.00357,0.863,0.996,0.283,104.021
6509,"I'm the One - Live at the Tokyo Dome June 21, 2013",Van Halen,0.222,0.994,-5.694,0.146,0.00221,0.0572,0.981,0.0988,114.735
6510,"Tattoo - Live at the Tokyo Dome June 21, 2013",Van Halen,0.132,0.905,-5.591,0.0661,0.00835,0.0992,0.757,0.504,205.962
6511,"Everybody Wants Some!! - Live at the Tokyo Dome June 21, 2013",Van Halen,0.336,0.905,-7.747,0.0907,0.0207,0.0284,0.331,0.313,143.679
6512,"Somebody Get Me a Doctor - Live at the Tokyo Dome June 21, 2013",Van Halen,0.276,0.948,-5.872,0.0779,0.000688,0.618,0.906,0.31,132.008
6513,"China Town - Live at the Tokyo Dome June 21, 2013",Van Halen,0.302,0.99,-5.037,0.135,0.00193,0.595,0.983,0.229,133.07
6514,"Hear About It Later - Live at the Tokyo Dome June 21, 2013",Van Halen,0.417,0.901,-5.547,0.0658,0.000894,0.255,0.19,0.554,126.004
6515,"(Oh) Pretty Woman - Live at the Tokyo Dome June 21, 2013",Van Halen,0.382,0.918,-5.416,0.055,0.0028,0.446,0.755,0.652,124.982
6516,"Drum Struck - Live at the Tokyo Dome June 21, 2013",Van Halen,0.379,0.994,-8.579,0.17,0.0392,0.755,0.747,0.179,139.708
6517,"You Really Got Me - Live at the Tokyo Dome June 21, 2013",Van Halen,0.416,0.953,-6.648,0.185,0.0161,0.297,0.967,0.272,138.105
6518,"Dance the Night Away - Live at the Tokyo Dome June 21, 2013",Van Halen,0.426,0.872,-6.243,0.0598,0.0129,0.0293,0.985,0.613,130.165
6519,"I'll Wait - Live at the Tokyo Dome June 21, 2013",Van Halen,0.371,0.849,-4.872,0.0513,0.00603,0.208,0.529,0.347,115.004
6520,"And the Cradle Will Rock... - Live at the Tokyo Dome June 21, 2013",Van Halen,0.397,0.958,-4.946,0.076,0.000847,0.153,0.771,0.532,113.308
6521,"Hot for Teacher - Live at the Tokyo Dome June 21, 2013",Van Halen,0.27,0.989,-5.859,0.198,0.000186,0.0228,0.757,0.215,126.584
6522,"Women in Love... - Live at the Tokyo Dome June 21, 2013",Van Halen,0.427,0.809,-6.508,0.0436,0.00685,0.275,0.26,0.493,104.998
6523,"Romeo Delight - Live at the Tokyo Dome June 21, 2013",Van Halen,0.426,0.821,-7.045,0.0835,0.0118,0.187,0.976,0.223,106.134
6524,"Mean Street - Live at the Tokyo Dome June 21, 2013",Van Halen,0.392,0.952,-6.297,0.157,0.00833,0.149,0.794,0.367,101.086
6525,"Beautiful Girls - Live at the Tokyo Dome June 21, 2013",Van Halen,0.422,0.95,-5.437,0.0647,0.00227,0.701,0.989,0.623,99.015
6526,"Ice Cream Man - Live at the Tokyo Dome June 21, 2013",Van Halen,0.318,0.753,-6.449,0.0801,0.114,0.000367,0.883,0.281,129.14
6527,"Panama - Live at the Tokyo Dome June 21, 2013",Van Halen,0.352,0.915,-6.161,0.0761,0.0107,0.103,0.943,0.199,146.099
6528,"Eruption - Live at the Tokyo Dome June 21, 2013",Van Halen,0.222,0.88,-8.335,0.258,0.619,0.885,0.656,0.0778,95.126
6529,"Ain't Talkin' 'Bout Love - Live at the Tokyo Dome June 21, 2013",Van Halen,0.354,0.925,-5.087,0.0894,0.00393,0.0463,0.97,0.442,139.084
6530,"Jump - Live at the Tokyo Dome June 21, 2013",Van Halen,0.268,0.917,-5.251,0.0894,0.000473,0.196,0.965,0.351,131.102
6531,Tattoo,Van Halen,0.497,0.886,-3.314,0.0435,0.00929,9.77e-05,0.198,0.508,100.118
6532,She's The Woman,Van Halen,0.504,0.988,-2.982,0.0834,0.00403,0.0012,0.296,0.584,102.13
6533,You And Your Blues,Van Halen,0.591,0.888,-4.21,0.0459,0.0507,0.0369,0.0502,0.788,121.037
6534,China Town,Van Halen,0.401,0.993,-3.441,0.177,0.000487,0.0012,0.0529,0.2,133.134
6535,Blood And Fire,Van Halen,0.509,0.882,-4.448,0.0379,0.0016,0.0129,0.0968,0.493,141.976
6536,Bullethead,Van Halen,0.523,0.964,-3.148,0.0578,0.00189,0.000348,0.344,0.718,101.982
6537,As Is,Van Halen,0.53,0.974,-4.156,0.141,0.00111,0.0175,0.112,0.226,131.038
6538,Honeybabysweetiedoll,Van Halen,0.255,0.973,-5.465,0.164,0.00234,0.241,0.472,0.321,138.708
6539,The Trouble With Never,Van Halen,0.521,0.969,-4.162,0.0934,0.00686,0.00478,0.22,0.643,125.006
6540,Outta Space,Van Halen,0.324,0.98,-3.551,0.0968,0.00133,0.00382,0.26,0.686,186.127
6541,Stay Frosty,Van Halen,0.266,0.889,-5.202,0.114,0.0078,0.00233,0.239,0.527,177.748
6542,Big River,Van Halen,0.501,0.967,-3.497,0.0586,0.0012,0.0124,0.0527,0.504,106.008
6543,Beats Workin',Van Halen,0.463,0.927,-4.327,0.0573,0.0016,0.000695,0.0988,0.41,124.979
6544,Tattoo,Van Halen,0.497,0.886,-3.314,0.0435,0.00929,9.77e-05,0.198,0.508,100.118
6545,She's The Woman,Van Halen,0.504,0.988,-2.982,0.0834,0.00403,0.0012,0.296,0.584,102.13
6546,You And Your Blues,Van Halen,0.591,0.888,-4.21,0.0459,0.0507,0.0369,0.0502,0.788,121.037
6547,China Town,Van Halen,0.401,0.993,-3.441,0.177,0.000487,0.0012,0.0529,0.2,133.134
6548,Blood And Fire,Van Halen,0.509,0.882,-4.448,0.0379,0.0016,0.0129,0.0968,0.493,141.976
6549,Bullethead,Van Halen,0.523,0.964,-3.148,0.0578,0.00189,0.000348,0.344,0.718,101.982
6550,As Is,Van Halen,0.53,0.974,-4.156,0.141,0.00111,0.0175,0.112,0.226,131.038
6551,Honeybabysweetiedoll,Van Halen,0.255,0.973,-5.465,0.164,0.00234,0.241,0.472,0.321,138.708
6552,The Trouble With Never,Van Halen,0.521,0.969,-4.162,0.0934,0.00686,0.00478,0.22,0.643,125.006
6553,Outta Space,Van Halen,0.324,0.98,-3.551,0.0968,0.00133,0.00382,0.26,0.686,186.127
6554,Stay Frosty,Van Halen,0.266,0.889,-5.202,0.114,0.0078,0.00233,0.239,0.527,177.748
6555,Big River,Van Halen,0.501,0.967,-3.497,0.0586,0.0012,0.0124,0.0527,0.504,106.008
6556,Beats Workin',Van Halen,0.463,0.927,-4.327,0.0573,0.0016,0.000695,0.0988,0.41,124.979
6557,Neworld - Instrumental,Van Halen,0.439,0.158,-17.183,0.038,0.728,0.894,0.142,0.268,162.182
6558,Without You,Van Halen,0.531,0.9,-5.898,0.0338,0.00829,4.52e-05,0.0379,0.728,96.021
6559,One I Want,Van Halen,0.554,0.724,-5.151,0.0424,0.00579,0.000112,0.0964,0.885,142.975
6560,From Afar,Van Halen,0.299,0.467,-8.628,0.0353,0.00703,2.57e-05,0.0883,0.303,175.687
6561,Dirty Water Dog,Van Halen,0.672,0.704,-7.308,0.044,0.0182,0.000359,0.056,0.78,143.068
6562,Once,Van Halen,0.553,0.632,-8.984,0.0366,0.0818,0.00582,0.093,0.29,107.404
6563,Fire in the Hole,Van Halen,0.555,0.727,-7.192,0.0419,0.00549,0.047,0.0971,0.555,92.172
6564,Josephina,Van Halen,0.44,0.52,-8.576,0.0375,0.402,8.16e-06,0.063,0.389,180.477
6565,Year to the Day,Van Halen,0.223,0.434,-8.319,0.034,0.024,0.00356,0.0744,0.214,185.406
6566,Primary - Instrumental,Van Halen,0.293,0.234,-18.799,0.057,0.736,0.702,0.072,0.276,108.775
6567,Ballot or the Bullet,Van Halen,0.34,0.95,-6.123,0.125,0.00836,0.000596,0.563,0.296,97.984
6568,How Many Say I,Van Halen,0.341,0.236,-11.876,0.0336,0.611,0.000358,0.103,0.135,135.118
6569,The Seventh Seal,Van Halen,0.509,0.919,-4.935,0.0442,0.000539,0.0295,0.122,0.39,101.978
6570,Can't Stop Lovin' You,Van Halen,0.592,0.898,-5.194,0.0358,0.143,2.29e-06,0.229,0.537,118.006
6571,Don't Tell Me,Van Halen,0.637,0.795,-4.691,0.0272,0.00516,2.7e-05,0.0848,0.658,105.96
6572,Amsterdam,Van Halen,0.517,0.943,-4.923,0.0472,0.000641,0.0466,0.349,0.7,86.974
6573,Big Fat Money,Van Halen,0.486,0.974,-4.101,0.0988,0.000629,0.0182,0.336,0.384,103.042
6574,Strung Out,Van Halen,0.327,0.408,-25.641,0.0512,0.626,0.0179,0.542,0.0583,95.763
6575,Not Enough,Van Halen,0.287,0.533,-7.206,0.032,0.0324,4.81e-06,0.161,0.252,79.41
6576,Aftershock,Van Halen,0.54,0.938,-4.733,0.0425,0.000389,0.000802,0.308,0.559,134.678
6577,Doin' Time,Van Halen,0.394,0.785,-10.523,0.0503,0.00317,0.767,0.0936,0.937,94.004
6578,Baluchiterium,Van Halen,0.457,0.948,-4.554,0.0451,0.00443,0.946,0.312,0.713,81.94
6579,Take Me Back,Van Halen,0.381,0.677,-5.903,0.0329,0.00804,2.22e-05,0.247,0.368,83.538
6580,Feelin',Van Halen,0.229,0.819,-6.567,0.0624,0.00219,7.46e-06,0.0742,0.341,79.918
6581,The Seventh Seal,Van Halen,0.505,0.918,-4.992,0.0432,0.000434,0.0387,0.125,0.362,101.968
6582,Can't Stop Lovin' You,Van Halen,0.609,0.912,-3.324,0.0338,0.0734,3.1e-06,0.159,0.564,118.035
6583,Don't Tell Me (What Love Can Do),Van Halen,0.637,0.794,-4.707,0.0284,0.00455,4.33e-05,0.106,0.657,105.957
6584,Amsterdam,Van Halen,0.515,0.946,-4.904,0.0527,0.000742,0.0424,0.34,0.716,86.953
6585,Big Fat Money,Van Halen,0.499,0.973,-4.089,0.105,0.000633,0.0146,0.304,0.413,102.668
6586,Strung Out,Van Halen,0.328,0.413,-25.588,0.0476,0.661,0.00363,0.442,0.0504,94.236
6587,Not Enough,Van Halen,0.27,0.528,-7.192,0.0345,0.036,7.28e-06,0.13,0.285,159.24
6588,Aftershock,Van Halen,0.537,0.936,-4.677,0.0445,0.000423,0.00114,0.326,0.523,134.718
6589,Doin' Time,Van Halen,0.423,0.772,-10.492,0.0425,0.0033,0.788,0.0891,0.93,98.177
6590,Baluchitherium,Van Halen,0.454,0.947,-4.472,0.0431,0.0056,0.953,0.308,0.692,81.929
6591,Take Me Back (Deja Vu),Van Halen,0.393,0.681,-5.894,0.0336,0.00814,4.79e-05,0.283,0.348,83.976
6592,Feelin',Van Halen,0.274,0.82,-6.514,0.0478,0.00214,1.41e-05,0.0749,0.286,79.204
6593,Poundcake - Live,Van Halen,0.401,0.961,-6.88,0.0588,5.37e-05,0.575,0.979,0.3,109.78
6594,Judgement Day - Live,Van Halen,0.163,0.938,-7.181,0.0748,0.000225,0.545,0.995,0.316,198.173
6595,When It's Love - Live,Van Halen,0.494,0.843,-6.87,0.0323,0.00337,0.0517,0.972,0.233,103.407
6596,Spanked - Live,Van Halen,0.502,0.914,-7.683,0.0533,0.000446,0.371,0.966,0.243,99.556
6597,Ain't Talkin' 'Bout Love - Live,Van Halen,0.462,0.909,-6.974,0.0365,9.47e-05,0.701,0.404,0.333,139.757
6598,In 'n' Out - Live,Van Halen,0.377,0.894,-8.231,0.0441,0.000266,0.491,0.982,0.264,100.815
6599,Dreams - Live,Van Halen,0.464,0.94,-8.06,0.0457,0.000184,0.11,0.988,0.346,146.595
6600,Man on a Mission - Live,Van Halen,0.44,0.885,-6.516,0.0317,0.00114,0.62,0.418,0.465,98.072
6601,Ultra Bass - Live,Van Halen,0.238,0.535,-13.15,0.0548,0.0118,0.242,0.579,0.134,107.877
6602,Pleasure Dome - Drum Solo; Live,Van Halen,0.222,0.93,-10.425,0.0606,5.92e-06,0.914,0.703,0.127,152.653
6603,Panama - Live,Van Halen,0.35,0.82,-8.193,0.045,0.000149,0.0146,0.992,0.244,147.543
6604,Love Walks In - Live,Van Halen,0.502,0.744,-8.63,0.0274,0.0125,0.00182,0.909,0.414,88.398
6605,Runaround - Live,Van Halen,0.476,0.943,-7.347,0.0574,0.000415,0.63,0.969,0.279,130.626
6606,Right Now - Live,Van Halen,0.292,0.844,-8.586,0.0413,0.133,0.0025,0.988,0.106,94.448
6607,One Way to Rock - Live,Van Halen,0.351,0.903,-8.42,0.0493,1.37e-05,0.595,0.977,0.465,154.035
6608,Why Can't This Be Love - Live,Van Halen,0.248,0.859,-8.43,0.0717,0.00504,0.00081,0.425,0.183,87.546
6609,Give to Live - Live,Van Halen,0.311,0.522,-9.851,0.0366,0.16,0.0,0.767,0.235,132.349
6610,Finish What Ya Started - Live,Van Halen,0.477,0.908,-8.326,0.039,0.000406,0.212,0.603,0.506,128.133
6611,Best of Both Worlds - Live,Van Halen,0.452,0.909,-8.174,0.0554,0.000369,0.402,0.981,0.341,121.58
6612,316 - Live,Van Halen,0.241,0.604,-17.086,0.0909,0.354,0.865,0.887,0.248,122.395
6613,You Really Got Me / Cabo Wabo - Live,Van Halen,0.21,0.902,-8.681,0.0589,0.000377,0.136,0.398,0.257,88.109
6614,Won't Get Fooled Again - Live,Van Halen,0.522,0.896,-8.724,0.0481,0.00149,0.0317,0.91,0.364,136.569
6615,Jump - Live,Van Halen,0.529,0.885,-8.428,0.035,0.000189,0.535,0.621,0.3,130.35
6616,Top of the World - Live,Van Halen,0.369,0.915,-8.222,0.0468,5.24e-05,0.813,0.467,0.406,130.816
6617,Poundcake,Van Halen,0.487,0.948,-7.754,0.043,0.000662,0.102,0.0506,0.242,105.395
6618,Judgement Day,Van Halen,0.467,0.833,-9.61,0.0429,0.00114,0.227,0.44,0.313,96.922
6619,Spanked,Van Halen,0.349,0.725,-11.963,0.0465,0.06,0.00164,0.132,0.397,96.247
6620,Runaround,Van Halen,0.585,0.867,-10.18,0.0284,0.027,0.000153,0.316,0.709,130.302
6621,Pleasure Dome,Van Halen,0.424,0.939,-12.178,0.0449,0.000654,0.612,0.121,0.27,139.81
6622,In 'n' Out,Van Halen,0.265,0.751,-10.071,0.033,0.000233,0.01,0.0832,0.389,96.141
6623,Man on a Mission,Van Halen,0.557,0.793,-8.018,0.0273,0.0183,0.0227,0.049,0.48,95.533
6624,The Dream Is Over,Van Halen,0.518,0.795,-9.724,0.0304,0.00765,0.00059,0.282,0.67,136.769
6625,Right Now,Van Halen,0.542,0.765,-8.373,0.0278,0.115,0.00757,0.147,0.315,93.904
6626,316,Van Halen,0.623,0.0335,-30.374,0.043,0.886,0.707,0.0963,0.229,118.317
6627,Top of the World,Van Halen,0.544,0.795,-8.771,0.0297,0.027,2.43e-06,0.0918,0.791,127.967
6628,Poundcake,Van Halen,0.49,0.91,-9.84,0.0404,0.000501,0.141,0.0605,0.281,105.451
6629,Judgement Day,Van Halen,0.478,0.83,-9.586,0.0429,0.00116,0.22,0.628,0.351,96.97
6630,Spanked,Van Halen,0.459,0.723,-11.944,0.0389,0.0528,0.00331,0.174,0.41,96.771
6631,Runaround,Van Halen,0.575,0.869,-10.174,0.0294,0.0349,0.00027,0.333,0.744,130.303
6632,Pleasure Dome,Van Halen,0.434,0.936,-12.171,0.044,0.000781,0.637,0.176,0.259,139.758
6633,In 'N' Out,Van Halen,0.502,0.735,-10.063,0.0294,0.000214,0.0114,0.0918,0.425,96.249
6634,Man on a Mission,Van Halen,0.556,0.79,-7.989,0.0273,0.0189,0.0115,0.0508,0.487,95.492
6635,The Dream Is Over,Van Halen,0.525,0.805,-9.756,0.0309,0.0056,0.000412,0.296,0.63,136.704
6636,Right Now,Van Halen,0.529,0.662,-11.745,0.0273,0.153,0.00542,0.099,0.302,93.93
6637,316,Van Halen,0.55,0.032,-30.29,0.0432,0.883,0.67,0.0954,0.216,119.166
6638,Top of the World,Van Halen,0.546,0.785,-8.788,0.0297,0.0354,3.6e-06,0.0935,0.804,127.957
6639,Mine All Mine,Van Halen,0.56,0.873,-12.857,0.0416,0.0116,0.0099,0.0793,0.768,101.384
6640,When It's Love,Van Halen,0.563,0.623,-12.327,0.0252,0.0494,0.000159,0.184,0.393,99.34
6641,A.F.U. (Naturally Wired),Van Halen,0.198,0.848,-12.42,0.0694,0.0467,0.0485,0.0876,0.322,195.974
6642,Cabo Wabo,Van Halen,0.324,0.7,-12.749,0.0363,0.393,1.57e-05,0.121,0.596,86.737
6643,Source of Infection,Van Halen,0.294,0.951,-13.094,0.0848,0.00494,0.0223,0.149,0.0588,131.524
6644,Feels so Good,Van Halen,0.606,0.538,-14.982,0.036,0.0735,0.0114,0.0989,0.356,88.334
6645,Finish What Ya Started,Van Halen,0.779,0.799,-14.766,0.0341,0.55,0.000404,0.0575,0.964,125.148
6646,Black and Blue,Van Halen,0.236,0.609,-13.744,0.0515,0.266,0.263,0.0749,0.647,200.583
6647,Sucker in a 3 Piece,Van Halen,0.44,0.723,-15.27,0.0428,0.00749,0.115,0.401,0.476,141.934
6648,A Apolitical Blues,Van Halen,0.34,0.456,-13.907,0.0495,0.763,0.0,0.0907,0.743,170.375
6649,Mine All Mine,Van Halen,0.557,0.872,-12.87,0.04,0.0126,0.0128,0.0654,0.766,101.386
6650,When It's Love,Van Halen,0.562,0.63,-12.332,0.0255,0.0483,0.000102,0.0926,0.402,99.369
6651,AFU (Naturally Wired),Van Halen,0.199,0.843,-12.432,0.067,0.0428,0.0487,0.0533,0.346,195.738
6652,Cabo Wabo,Van Halen,0.374,0.708,-12.768,0.0344,0.392,1.59e-05,0.123,0.607,88.013
6653,Source of Infection,Van Halen,0.287,0.951,-13.116,0.087,0.00555,0.0283,0.133,0.0592,131.314
6654,Feels so Good,Van Halen,0.609,0.539,-15.005,0.0354,0.0714,0.00945,0.0971,0.364,88.354
6655,Finish What Ya Started,Van Halen,0.774,0.797,-14.784,0.0338,0.538,0.000241,0.0597,0.964,125.153
6656,Black and Blue,Van Halen,0.449,0.61,-13.766,0.0417,0.285,0.253,0.0716,0.61,100.269
6657,Sucker in a 3 Piece,Van Halen,0.444,0.72,-15.302,0.043,0.00755,0.106,0.361,0.472,141.93
6658,A Apolitical Blues,Van Halen,0.333,0.469,-13.947,0.0542,0.743,0.0,0.0893,0.768,175.667
6659,Good Enough,Van Halen,0.379,0.832,-12.692,0.0539,0.008,0.00122,0.276,0.479,140.679
6660,Why Can't This Be Love,Van Halen,0.531,0.626,-13.371,0.0452,0.0606,0.0,0.0767,0.746,88.236
6661,Get Up,Van Halen,0.273,0.831,-14.001,0.0654,0.000252,0.00485,0.06,0.307,146.875
6662,Dreams,Van Halen,0.455,0.758,-11.361,0.0454,0.223,2.51e-06,0.0986,0.54,141.304
6663,Summer Nights,Van Halen,0.352,0.623,-12.997,0.0518,0.0982,2.23e-06,0.0708,0.691,92.829
6664,Best of Both Worlds,Van Halen,0.559,0.717,-14.802,0.0626,0.0505,0.000116,0.286,0.603,115.451
6665,Love Walks In,Van Halen,0.2,0.434,-14.274,0.0294,0.263,0.0,0.117,0.37,83.876
6666,5150,Van Halen,0.254,0.72,-13.81,0.0471,0.00965,0.00234,0.0573,0.679,157.652
6667,Inside,Van Halen,0.461,0.653,-14.798,0.0358,0.234,0.0,0.283,0.729,97.155
6668,1984 - 2015 Remaster,Van Halen,0.153,0.201,-18.145,0.0381,0.418,7.43e-05,0.196,0.0695,71.513
6669,Jump - 2015 Remaster,Van Halen,0.572,0.835,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981
6670,Panama - 2015 Remaster,Van Halen,0.526,0.978,-5.436,0.108,0.00122,4.75e-05,0.0744,0.451,141.167
6671,Top Jimmy - 2015 Remaster,Van Halen,0.303,0.904,-6.106,0.211,0.0917,0.0,0.144,0.3,184.484
6672,Drop Dead Legs - 2015 Remaster,Van Halen,0.502,0.842,-5.383,0.0413,0.234,0.00012,0.194,0.724,89.205
6673,Hot for Teacher - 2015 Remaster,Van Halen,0.552,0.947,-4.671,0.15,0.000652,0.00025,0.0637,0.465,127.631
6674,I'll Wait - 2015 Remaster,Van Halen,0.626,0.852,-4.575,0.036,0.232,4.17e-06,0.501,0.864,115.401
6675,Girl Gone Bad - 2015 Remaster,Van Halen,0.208,0.965,-4.248,0.118,0.00231,0.00077,0.118,0.152,152.975
6676,House of Pain - 2015 Remaster,Van Halen,0.321,0.974,-4.826,0.0784,0.000713,0.07,0.351,0.653,99.572
6677,Where Have All the Good Times Gone! - 2015 Remaster,Van Halen,0.544,0.951,-3.974,0.0597,0.174,0.0,0.0249,0.62,122.015
6678,Hang 'em High - 2015 Remaster,Van Halen,0.366,0.983,-3.646,0.0797,0.0263,0.00135,0.122,0.477,129.503
6679,Cathedral - 2015 Remaster,Van Halen,0.427,0.162,-14.99,0.0479,0.994,0.903,0.108,0.307,102.759
6680,Secrets - 2015 Remaster,Van Halen,0.595,0.741,-5.83,0.0538,0.163,5.36e-05,0.0869,0.574,120.36
6681,Intruder - 2015 Remaster,Van Halen,0.658,0.981,-3.065,0.0896,0.0883,0.156,0.358,0.559,125.479
6682,(Oh) Pretty Woman - 2015 Remaster,Van Halen,0.441,0.97,-2.1,0.0708,0.192,1.68e-06,0.312,0.5,128.289
6683,Dancing in the Street - 2015 Remaster,Van Halen,0.58,0.941,-3.51,0.0805,0.414,1.41e-05,0.155,0.684,119.844
6684,Little Guitars (Intro) - Intro; 2015 Remaster,Van Halen,0.281,0.439,-12.906,0.0369,0.0638,0.58,0.125,0.425,113.225
6685,Little Guitars - 2015 Remaster,Van Halen,0.478,0.95,-3.442,0.0526,0.243,0.000852,0.114,0.854,147.069
6686,Big Bad Bill (Is Sweet William Now) - 2015 Remaster,Van Halen,0.67,0.647,-6.988,0.0358,0.653,0.0,0.287,0.921,99.656
6687,The Full Bug - 2015 Remaster,Van Halen,0.25,0.958,-4.025,0.288,0.0515,1.93e-05,0.0778,0.331,213.952
6688,Happy Trails - 2015 Remaster,Van Halen,0.399,0.321,-7.998,0.0611,0.87,0.0,0.144,0.6,175.748
6689,Mean Street - 2015 Remaster,Van Halen,0.481,0.902,-7.43,0.0681,0.00585,0.000121,0.0722,0.608,102.315
6690,Dirty Movies - 2015 Remaster,Van Halen,0.387,0.782,-8.318,0.0582,0.00758,0.00097,0.107,0.77,184.325
6691,Sinner's Swing! - 2015 Remaster,Van Halen,0.472,0.923,-5.074,0.072,0.00345,0.000115,0.315,0.742,123.08
6692,Hear About It Later - 2015 Remaster,Van Halen,0.515,0.815,-6.349,0.0397,0.00916,3.39e-06,0.0966,0.618,123.334
