,title,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7368,I'm Not the Man I Used to Be - Remastered,Fine Young Cannibals,0.814,0.734,-9.06,0.0347,0.227,0.133,0.069,0.867,110.428
7369,I'm Not Satisfied - Remastered,Fine Young Cannibals,0.774,0.792,-8.279,0.0396,0.222,8.35e-05,0.0799,0.791,116.992
7370,Tell Me What - Remastered,Fine Young Cannibals,0.761,0.719,-8.141,0.0851,0.51,0.0,0.0605,0.931,128.935
7371,Don't Look Back - Remastered,Fine Young Cannibals,0.681,0.766,-7.883,0.0295,0.0238,0.0,0.44,0.966,139.1
7372,It's Ok (It's Alright) - Remastered,Fine Young Cannibals,0.768,0.588,-8.76,0.0332,0.0902,0.00147,0.0689,0.735,115.117
7373,Don't Let It Get You Down - Remastered,Fine Young Cannibals,0.826,0.725,-9.144,0.0619,0.00499,0.277,0.0513,0.703,128.153
7374,As Hard As It Is - Remastered,Fine Young Cannibals,0.343,0.556,-6.951,0.0309,0.533,0.000448,0.186,0.252,201.029
7375,Ever Fallen in Love? - Remastered,Fine Young Cannibals,0.723,0.657,-7.723,0.0375,0.0239,0.0113,0.0436,0.923,128.314
7376,You Never Know - Remastered,Fine Young Cannibals,0.741,0.944,-8.635,0.0343,0.616,0.000506,0.339,0.725,111.105
7377,Social Security - Remastered,Fine Young Cannibals,0.57,0.566,-7.308,0.0321,0.725,2.55e-06,0.0694,0.645,203.787
7378,"She Drives Me Crazy - David Z 12"" Remix",Fine Young Cannibals,0.795,0.723,-9.619,0.0546,0.0586,0.0418,0.0216,0.806,108.805
7379,Good Thing - Nothing Like the Single Mix,Fine Young Cannibals,0.812,0.941,-6.494,0.0689,0.0299,0.812,0.0285,0.964,122.096
7380,Ever Fallen in Love? - John Potoker Extended Mix,Fine Young Cannibals,0.752,0.785,-7.506,0.0449,0.0236,0.0187,0.02,0.794,127.928
7381,I'm Not the Man I Used to Be - Jazzie B and Nellee Hooper Remix,Fine Young Cannibals,0.862,0.748,-8.813,0.0555,0.0464,0.386,0.219,0.548,110.756
7382,Don't Look Back - Twelve Inch Mix,Fine Young Cannibals,0.769,0.86,-7.089,0.0717,0.0574,0.00174,0.311,0.907,139.256
7383,It's Ok (It's Alright) - Ploeg Club Mix,Fine Young Cannibals,0.92,0.794,-7.594,0.0601,0.153,0.00505,0.0396,0.809,115.2
7384,She Drives Me Crazy - Dimitri From Paris Remix,Fine Young Cannibals,0.695,0.81,-8.159,0.0694,0.0116,0.0593,0.0577,0.809,114.998
7385,I'm Not Satisfied - New York Singing Mix II,Fine Young Cannibals,0.856,0.777,-10.439,0.0538,0.0392,0.462,0.13,0.697,117.05
7386,She Drives Me Crazy - Seth Troxler 'Out Of Time' Remix,Fine Young Cannibals,0.793,0.45,-15.423,0.0687,0.0121,0.733,0.693,0.286,123.918
7387,Ever Fallen in Love? - The Rare Groove Bootleg,Fine Young Cannibals,0.789,0.684,-9.693,0.045,0.000226,0.865,0.0878,0.721,128.518
7388,Good Thing - Prince Paul Vocal Percussapella,Fine Young Cannibals,0.819,0.769,-7.986,0.0754,0.0175,0.000146,0.265,0.827,164.538
7389,She Drives Me Crazy - Percusapella,Fine Young Cannibals,0.794,0.797,-6.73,0.0994,0.00128,0.00473,0.0387,0.812,109.1
7390,I'm Not the Man I Used to Be - Demo Version,Fine Young Cannibals,0.789,0.924,-6.437,0.0893,0.065,0.00023,0.0882,0.693,112.068
7391,Don't Look Back - Youth Remix,Fine Young Cannibals,0.739,0.96,-6.531,0.0841,0.0184,6.09e-05,0.763,0.694,139.404
7392,As Hard As It Is - Demo Version,Fine Young Cannibals,0.275,0.56,-7.606,0.0336,0.742,0.0203,0.125,0.255,200.857
7393,Tell Me What - Demo Version,Fine Young Cannibals,0.819,0.643,-8.504,0.0611,0.802,0.000157,0.132,0.96,126.237
7394,Hold Me - Demo Version,Fine Young Cannibals,0.688,0.628,-8.449,0.0258,0.709,0.000134,0.298,0.834,114.145
7395,I'm Not Satisfied - Demo Version,Fine Young Cannibals,0.735,0.877,-8.42,0.0582,0.656,0.598,0.069,0.82,118.164
7396,Ever Fallen in Love? - Club Senseless,Fine Young Cannibals,0.786,0.763,-7.544,0.0435,0.0075,0.136,0.0859,0.863,128.297
7397,Race Track - Demo Version,Fine Young Cannibals,0.566,0.805,-6.723,0.0382,0.691,0.937,0.174,0.987,166.962
7398,She Drives Me Crazy,Fine Young Cannibals,0.799,0.687,-5.682,0.0431,0.193,0.000188,0.0307,0.965,108.804
7399,Good Thing,Fine Young Cannibals,0.747,0.586,-10.119,0.0299,0.0708,8e-05,0.0427,0.893,164.718
7400,I'm Not the Man I Used to Be,Fine Young Cannibals,0.811,0.629,-12.571,0.0363,0.206,0.161,0.0564,0.867,110.42
7401,I'm Not Satisfied,Fine Young Cannibals,0.777,0.804,-9.329,0.0427,0.214,0.000308,0.092,0.83,117.001
7402,Tell Me What,Fine Young Cannibals,0.762,0.608,-11.734,0.0931,0.508,0.0,0.0989,0.928,128.93
7403,Don't Look Back,Fine Young Cannibals,0.683,0.703,-11.366,0.0294,0.0824,5.23e-06,0.466,0.972,139.083
7404,It's Ok (It's Alright),Fine Young Cannibals,0.775,0.485,-12.591,0.0364,0.0859,0.00379,0.0512,0.764,115.118
7405,Don't Let It Get You Down,Fine Young Cannibals,0.816,0.658,-12.09,0.0554,0.00369,0.131,0.0492,0.694,128.173
7406,As Hard as It Is,Fine Young Cannibals,0.345,0.445,-11.328,0.031,0.443,0.000261,0.273,0.298,201.041
7407,Ever Fallen in Love,Fine Young Cannibals,0.729,0.62,-10.696,0.0427,0.0387,0.00333,0.0287,0.949,128.272
7408,Johnny Come Home,Fine Young Cannibals,0.775,0.882,-6.96,0.0458,0.00898,0.000247,0.0628,0.963,133.62
7409,Couldn't Care More,Fine Young Cannibals,0.439,0.717,-5.293,0.0502,0.45,0.000152,0.0548,0.631,185.748
7410,Don't Ask Me to Choose,Fine Young Cannibals,0.685,0.867,-10.529,0.0422,0.0082,5.88e-05,0.0771,0.761,125.017
7411,Funny How Love Is,Fine Young Cannibals,0.473,0.8,-6.273,0.035,0.511,0.00016,0.363,0.869,134.797
7412,Suspicious Minds,Fine Young Cannibals,0.396,0.927,-6.673,0.0915,0.0621,0.000271,0.211,0.648,129.251
7413,Blue,Fine Young Cannibals,0.887,0.829,-5.982,0.0437,0.25,3.85e-05,0.0691,0.962,121.74
7414,Move to Work,Fine Young Cannibals,0.728,0.707,-11.192,0.0729,0.0968,0.000773,0.211,0.901,125.077
7415,On a Promise,Fine Young Cannibals,0.553,0.871,-5.186,0.0535,0.0223,0.0,0.0589,0.893,124.089
7416,Time Isn't Kind,Fine Young Cannibals,0.606,0.762,-12.818,0.0339,0.0466,0.000489,0.0907,0.698,129.449
7417,Like a Stranger,Fine Young Cannibals,0.564,0.898,-10.174,0.0463,0.14,0.000713,0.212,0.899,143.138
7418,Let it Go - Live 1986,The Bangles,0.239,0.785,-13.471,0.0504,0.0591,1.43e-05,0.978,0.537,166.521
7419,Restless - Live 1986,The Bangles,0.4,0.689,-14.653,0.082,0.0118,0.0,0.604,0.584,126.294
7420,Walking Down Your Street - Live 1986,The Bangles,0.432,0.726,-13.722,0.0626,0.057,5.26e-06,0.674,0.503,165.499
7421,James - Live 1986,The Bangles,0.458,0.621,-13.402,0.0478,0.108,1.69e-06,0.614,0.693,126.863
7422,Going Down to Liverpool - Live 1986,The Bangles,0.187,0.613,-14.212,0.0596,0.000653,0.000197,0.91,0.514,187.8
7423,He's Got a Secret - Live 1986,The Bangles,0.355,0.507,-13.956,0.0431,0.064,5.78e-06,0.626,0.48,133.04
7424,September Gurls - Live 1986,The Bangles,0.394,0.523,-14.244,0.048,0.0451,0.000609,0.459,0.499,121.447
7425,If She Knew What She Wants - Live 1986,The Bangles,0.36,0.493,-13.782,0.0387,0.203,0.0,0.807,0.502,123.109
7426,Return Post - Live 1986,The Bangles,0.371,0.534,-14.493,0.0491,0.00653,0.0,0.177,0.441,128.098
7427,Live - Live 1986,The Bangles,0.306,0.512,-14.032,0.0419,0.041,0.0,0.596,0.594,138.723
7428,Different Light - Live 1986,The Bangles,0.225,0.581,-14.814,0.0611,0.0174,1.05e-06,0.449,0.504,171.712
7429,Want You - Live 1986,The Bangles,0.247,0.795,-14.135,0.0906,0.00165,2.44e-05,0.619,0.252,125.011
7430,Angels Don't Fall In Love - Live 1986,The Bangles,0.341,0.791,-14.224,0.086,0.0139,0.0,0.913,0.463,135.363
7431,Hero Takes a Fall - Live 1986,The Bangles,0.236,0.574,-14.211,0.0524,0.0513,0.0298,0.925,0.343,86.738
7432,Manic Monday - Live 1986,The Bangles,0.294,0.531,-14.111,0.0468,0.441,0.00466,0.911,0.579,126.885
7433,Anna Lee (Sweetheart of the Sun),The Bangles,0.603,0.625,-10.726,0.0286,0.0324,0.0083,0.256,0.632,118.078
7434,Under a Cloud,The Bangles,0.347,0.612,-8.374,0.0341,0.0383,3.59e-06,0.174,0.59,202.171
7435,Ball n Chain,The Bangles,0.473,0.858,-9.329,0.0396,0.0425,3.97e-05,0.12,0.766,153.278
7436,I'll Never Be Through with You,The Bangles,0.603,0.479,-7.994,0.0252,0.532,0.000871,0.0977,0.509,109.019
7437,Mesmerized,The Bangles,0.584,0.634,-10.039,0.0246,0.0712,0.0,0.0987,0.758,103.957
7438,Circles in the Sky,The Bangles,0.57,0.267,-11.307,0.0287,0.591,0.0,0.0784,0.285,128.097
7439,Sweet and Tender Romance,The Bangles,0.506,0.829,-6.289,0.032,0.0153,0.0,0.305,0.651,101.843
7440,Lay Yourself Down,The Bangles,0.563,0.612,-9.625,0.0264,0.126,4.39e-06,0.0691,0.541,106.023
7441,One of Two,The Bangles,0.287,0.538,-8.181,0.0282,0.107,0.00183,0.0932,0.359,79.159
7442,What a Life,The Bangles,0.57,0.719,-8.321,0.0292,0.108,0.0,0.158,0.912,106.049
7443,Through Your Eyes,The Bangles,0.303,0.4,-11.175,0.0284,0.208,1.6e-06,0.0492,0.166,179.492
7444,Open My Eyes,The Bangles,0.364,0.753,-6.379,0.0334,0.0138,3.19e-06,0.264,0.837,148.732
7445,Tear Off Your Own Head (It's A Doll Revolution),The Bangles,0.442,0.79,-6.332,0.0356,0.000144,0.0,0.383,0.749,147.185
7446,Stealing Rosemary,The Bangles,0.507,0.83,-5.675,0.0347,0.00188,2.29e-05,0.262,0.819,152.351
7447,Something That You Said - Jeremy Wheatley Mix,The Bangles,0.575,0.68,-5.702,0.03,0.0472,0.00102,0.0944,0.239,106.992
7448,Ask Me No Questions,The Bangles,0.59,0.498,-6.673,0.0258,0.101,1.26e-05,0.105,0.278,107.203
7449,The Rain Song,The Bangles,0.463,0.638,-4.964,0.0346,0.00536,2.07e-06,0.107,0.552,133.237
7450,Nickel Romeo,The Bangles,0.52,0.762,-6.026,0.0266,0.0292,0.000226,0.22,0.547,92.158
7451,Ride The Ride,The Bangles,0.438,0.817,-5.794,0.0335,0.00349,0.00867,0.0968,0.498,149.12
7452,I Will Take Care Of You,The Bangles,0.503,0.407,-6.643,0.0264,0.375,1.45e-06,0.0769,0.324,139.882
7453,Here Right Now,The Bangles,0.592,0.763,-5.218,0.029,0.0169,0.0,0.11,0.694,128.188
7454,Single By Choice,The Bangles,0.494,0.647,-6.411,0.0299,0.00906,1.68e-06,0.127,0.247,113.132
7455,Lost At Sea,The Bangles,0.536,0.577,-6.122,0.0276,0.00622,0.0,0.191,0.415,112.176
7456,Song For A Good Son,The Bangles,0.483,0.673,-7.886,0.0351,0.0242,0.000396,0.0594,0.282,132.147
7457,Mixed Messages,The Bangles,0.546,0.74,-5.295,0.029,0.00215,0.0,0.122,0.669,122.184
7458,Between The Two,The Bangles,0.501,0.938,-5.534,0.0421,0.00512,7.13e-05,0.288,0.757,135.245
7459,Grateful,The Bangles,0.523,0.492,-8.262,0.0275,0.185,3.62e-05,0.139,0.248,132.168
7460,Tear Off Your Own Head (It's A Doll Revolution),The Bangles,0.436,0.768,-6.314,0.0352,0.000145,0.0,0.401,0.78,147.189
7461,Stealing Rosemary,The Bangles,0.508,0.824,-5.706,0.0346,0.00186,2.31e-05,0.265,0.778,152.356
7462,Something That You Said,The Bangles,0.59,0.641,-6.902,0.0292,0.0264,5.4e-05,0.0654,0.256,107.181
7463,Ask Me No Questions,The Bangles,0.577,0.501,-6.696,0.0256,0.105,8.49e-06,0.147,0.269,107.165
7464,The Rain Song,The Bangles,0.454,0.652,-4.958,0.0338,0.00582,3.58e-06,0.153,0.561,133.246
7465,Nickel Romeo,The Bangles,0.52,0.763,-6.031,0.0266,0.0283,0.000223,0.212,0.524,92.16
7466,Ride The Ride,The Bangles,0.438,0.826,-5.787,0.0347,0.00418,0.00676,0.103,0.445,149.089
7467,I Will Take Care Of You,The Bangles,0.496,0.332,-8.193,0.0264,0.276,2.66e-06,0.0769,0.269,140.112
7468,Here Right Now,The Bangles,0.589,0.761,-5.276,0.029,0.0192,0.0,0.106,0.692,128.187
7469,Single By Choice,The Bangles,0.496,0.652,-6.401,0.0295,0.0111,1.95e-06,0.126,0.267,113.096
7470,Lost At Sea,The Bangles,0.528,0.583,-6.13,0.0278,0.00723,0.0,0.272,0.448,112.165
7471,Song For A Good Son,The Bangles,0.474,0.655,-7.879,0.034,0.0227,0.00038,0.0587,0.304,132.252
7472,Mixed Messages,The Bangles,0.547,0.748,-5.277,0.0291,0.00192,0.0,0.125,0.65,122.174
7473,Between The Two,The Bangles,0.503,0.938,-5.557,0.042,0.00533,6.85e-05,0.3,0.719,135.254
7474,Grateful,The Bangles,0.532,0.489,-8.241,0.0279,0.177,4.46e-05,0.116,0.249,132.188
7475,In Your Room,The Bangles,0.612,0.585,-11.931,0.0337,0.0137,0.0068,0.0635,0.799,149.2
7476,Complicated Girl,The Bangles,0.625,0.555,-13.156,0.0268,0.000978,2.18e-05,0.0377,0.892,127.32
7477,Bell Jar,The Bangles,0.53,0.935,-12.681,0.0447,0.00206,0.000191,0.107,0.286,110.272
7478,Something To Believe In,The Bangles,0.611,0.415,-16.231,0.0299,0.658,0.00856,0.0772,0.208,97.214
7479,Eternal Flame,The Bangles,0.521,0.233,-13.683,0.0254,0.635,0.0,0.245,0.4,78.93
7480,Be With You - Single Mix,The Bangles,0.602,0.716,-11.211,0.0386,0.11,0.0,0.125,0.606,112.38
7481,Glitter Years,The Bangles,0.57,0.671,-13.005,0.0396,0.00775,3.12e-06,0.0901,0.644,130.116
7482,I'll Set You Free,The Bangles,0.675,0.519,-12.272,0.0275,0.0191,0.0,0.0319,0.593,117.913
7483,Watching The Sky,The Bangles,0.411,0.65,-11.267,0.0299,0.0342,3.93e-06,0.0271,0.522,159.774
7484,Some Dreams Come True,The Bangles,0.563,0.806,-11.904,0.0514,0.00113,0.000104,0.0555,0.78,151.881
7485,Make A Play For Her Now,The Bangles,0.528,0.594,-12.539,0.0339,0.197,0.0,0.117,0.679,150.142
7486,Waiting For You,The Bangles,0.645,0.555,-13.499,0.0314,0.000815,2.81e-05,0.326,0.642,123.189
7487,Crash And Burn,The Bangles,0.486,0.617,-11.498,0.0386,0.00657,0.0,0.385,0.737,147.314
7488,In Your Room,The Bangles,0.612,0.585,-11.931,0.0337,0.0137,0.0068,0.0635,0.799,149.2
7489,Complicated Girl,The Bangles,0.625,0.555,-13.156,0.0268,0.000978,2.18e-05,0.0377,0.892,127.32
7490,Bell Jar,The Bangles,0.53,0.935,-12.681,0.0447,0.00206,0.000191,0.107,0.286,110.272
7491,Something To Believe In,The Bangles,0.611,0.415,-16.231,0.0299,0.658,0.00856,0.0772,0.208,97.214
7492,Eternal Flame,The Bangles,0.521,0.233,-13.683,0.0254,0.635,0.0,0.245,0.4,78.93
7493,Be With You - Single Mix,The Bangles,0.602,0.716,-11.211,0.0386,0.11,0.0,0.125,0.606,112.38
7494,Glitter Years,The Bangles,0.57,0.671,-13.005,0.0396,0.00775,3.12e-06,0.0901,0.644,130.116
7495,I'll Set You Free,The Bangles,0.675,0.519,-12.272,0.0275,0.0191,0.0,0.0319,0.593,117.913
7496,Watching The Sky,The Bangles,0.411,0.65,-11.267,0.0299,0.0342,3.93e-06,0.0271,0.522,159.774
7497,Some Dreams Come True,The Bangles,0.563,0.806,-11.904,0.0514,0.00113,0.000104,0.0555,0.78,151.881
7498,Make A Play For Her Now,The Bangles,0.528,0.594,-12.539,0.0339,0.197,0.0,0.117,0.679,150.142
7499,Waiting For You,The Bangles,0.645,0.555,-13.499,0.0314,0.000815,2.81e-05,0.326,0.642,123.189
7500,Crash And Burn,The Bangles,0.486,0.617,-11.498,0.0386,0.00657,0.0,0.385,0.737,147.314
7501,In Your Room,The Bangles,0.612,0.585,-11.931,0.0337,0.0137,0.0068,0.0635,0.799,149.2
7502,Complicated Girl,The Bangles,0.625,0.555,-13.156,0.0268,0.000978,2.18e-05,0.0377,0.892,127.32
7503,Bell Jar,The Bangles,0.53,0.935,-12.681,0.0447,0.00206,0.000191,0.107,0.286,110.272
7504,Something To Believe In,The Bangles,0.611,0.415,-16.231,0.0299,0.658,0.00856,0.0772,0.208,97.214
7505,Eternal Flame,The Bangles,0.521,0.233,-13.683,0.0254,0.635,0.0,0.245,0.4,78.93
7506,Be With You - Single Mix,The Bangles,0.602,0.716,-11.211,0.0386,0.11,0.0,0.125,0.606,112.38
7507,Glitter Years,The Bangles,0.57,0.671,-13.005,0.0396,0.00775,3.12e-06,0.0901,0.644,130.116
7508,I'll Set You Free,The Bangles,0.675,0.519,-12.272,0.0275,0.0191,0.0,0.0319,0.593,117.913
7509,Watching The Sky,The Bangles,0.411,0.65,-11.267,0.0299,0.0342,3.93e-06,0.0271,0.522,159.774
7510,Some Dreams Come True,The Bangles,0.563,0.806,-11.904,0.0514,0.00113,0.000104,0.0555,0.78,151.881
7511,Make A Play For Her Now,The Bangles,0.528,0.594,-12.539,0.0339,0.197,0.0,0.117,0.679,150.142
7512,Waiting For You,The Bangles,0.645,0.555,-13.499,0.0314,0.000815,2.81e-05,0.326,0.642,123.189
7513,Crash And Burn,The Bangles,0.486,0.617,-11.498,0.0386,0.00657,0.0,0.385,0.737,147.314
7514,In Your Room,The Bangles,0.612,0.585,-11.931,0.0337,0.0137,0.0068,0.0635,0.799,149.2
7515,Complicated Girl,The Bangles,0.625,0.555,-13.156,0.0268,0.000978,2.18e-05,0.0377,0.892,127.32
7516,Bell Jar,The Bangles,0.53,0.935,-12.681,0.0447,0.00206,0.000191,0.107,0.286,110.272
7517,Something To Believe In,The Bangles,0.611,0.415,-16.231,0.0299,0.658,0.00856,0.0772,0.208,97.214
7518,Eternal Flame,The Bangles,0.521,0.233,-13.683,0.0254,0.635,0.0,0.245,0.4,78.93
7519,Be With You - Single Mix,The Bangles,0.602,0.716,-11.211,0.0386,0.11,0.0,0.125,0.606,112.38
7520,Glitter Years,The Bangles,0.57,0.671,-13.005,0.0396,0.00775,3.12e-06,0.0901,0.644,130.116
7521,I'll Set You Free,The Bangles,0.675,0.519,-12.272,0.0275,0.0191,0.0,0.0319,0.593,117.913
7522,Watching The Sky,The Bangles,0.411,0.65,-11.267,0.0299,0.0342,3.93e-06,0.0271,0.522,159.774
7523,Some Dreams Come True,The Bangles,0.563,0.806,-11.904,0.0514,0.00113,0.000104,0.0555,0.78,151.881
7524,Make A Play For Her Now,The Bangles,0.528,0.594,-12.539,0.0339,0.197,0.0,0.117,0.679,150.142
7525,Waiting For You,The Bangles,0.645,0.555,-13.499,0.0314,0.000815,2.81e-05,0.326,0.642,123.189
7526,Crash And Burn,The Bangles,0.486,0.617,-11.498,0.0386,0.00657,0.0,0.385,0.737,147.314
7527,In Your Room,The Bangles,0.612,0.616,-10.993,0.0334,0.0149,0.00432,0.0499,0.828,149.196
7528,Complicated Girl,The Bangles,0.628,0.583,-12.067,0.0272,0.0012,1.76e-05,0.0426,0.865,127.308
7529,Bell Jar,The Bangles,0.53,0.955,-11.526,0.0451,0.00193,7.04e-05,0.129,0.31,110.244
7530,Something to Believe In,The Bangles,0.614,0.444,-15.297,0.0291,0.67,0.013,0.075,0.227,97.217
7531,Eternal Flame,The Bangles,0.518,0.253,-12.573,0.0245,0.649,0.0,0.0893,0.381,78.907
7532,Be with You,The Bangles,0.606,0.756,-10.123,0.0375,0.123,0.0,0.0994,0.657,112.412
7533,Glitter Years,The Bangles,0.569,0.719,-11.711,0.04,0.0097,2.74e-06,0.0536,0.628,130.115
7534,I'll Set You Free,The Bangles,0.678,0.565,-11.043,0.0272,0.0188,0.0,0.0442,0.588,117.908
7535,Watching the Sky,The Bangles,0.417,0.704,-9.999,0.03,0.0376,2.54e-06,0.0272,0.568,158.71
7536,Some Dreams Come True,The Bangles,0.557,0.823,-10.617,0.0528,0.00126,0.000104,0.0578,0.748,151.856
7537,Make a Play for Her Now,The Bangles,0.528,0.638,-11.279,0.0346,0.188,1.39e-06,0.0908,0.682,150.192
7538,Waiting for You,The Bangles,0.658,0.58,-12.212,0.0301,0.00074,2.45e-05,0.172,0.668,123.189
7539,Crash and Burn,The Bangles,0.486,0.664,-10.173,0.0406,0.00736,0.0,0.409,0.766,147.34
7540,Manic Monday,The Bangles,0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737
7541,In A Different Light,The Bangles,0.532,0.586,-14.52,0.029,0.00266,2.17e-06,0.08,0.929,153.314
7542,Walking Down Your Street,The Bangles,0.656,0.661,-12.986,0.0354,0.0424,0.0,0.12,0.809,150.112
7543,Walk Like an Egyptian,The Bangles,0.711,0.788,-14.705,0.0825,0.0117,2.05e-06,0.311,0.757,103.172
7544,Standing In The Hallway,The Bangles,0.789,0.591,-14.065,0.041,0.0414,1.38e-06,0.0979,0.872,121.895
7545,Return Post,The Bangles,0.723,0.267,-16.215,0.0315,0.131,1.97e-06,0.067,0.522,120.438
7546,If She Knew What She Wants,The Bangles,0.585,0.471,-13.092,0.0305,0.303,0.0,0.363,0.672,120.691
7547,Let It Go,The Bangles,0.448,0.549,-13.361,0.0272,0.0098,1.09e-06,0.201,0.785,77.014
7548,September Gurls,The Bangles,0.546,0.479,-14.617,0.0307,0.0152,0.0,0.192,0.902,118.311
7549,Angels Don't Fall In Love,The Bangles,0.634,0.465,-15.527,0.051,0.126,0.0,0.049,0.478,121.485
7550,Following,The Bangles,0.594,0.0434,-22.606,0.0349,0.92,0.00112,0.106,0.184,117.666
7551,Not Like You,The Bangles,0.643,0.445,-13.856,0.0263,0.229,0.0,0.241,0.775,107.397
7552,Manic Monday,The Bangles,0.685,0.594,-10.906,0.0289,0.294,3.69e-06,0.358,0.853,121.761
7553,In a Different Light,The Bangles,0.53,0.695,-10.664,0.0294,0.00241,2.03e-06,0.0819,0.93,153.307
7554,Walking Down Your Street,The Bangles,0.642,0.684,-12.464,0.0355,0.0303,0.0,0.28,0.841,150.159
7555,Walk Like an Egyptian,The Bangles,0.711,0.833,-12.756,0.0851,0.0144,3.46e-06,0.303,0.756,103.153
7556,Standing In the Hallway,The Bangles,0.799,0.635,-12.004,0.0401,0.0336,1.29e-06,0.168,0.898,121.899
7557,Return Post,The Bangles,0.721,0.327,-13.653,0.0304,0.151,1.88e-06,0.0672,0.52,120.459
7558,If She Knew What She Wants,The Bangles,0.589,0.54,-10.816,0.029,0.304,0.0,0.45,0.677,120.698
7559,Let It Go,The Bangles,0.357,0.653,-9.702,0.0272,0.0104,0.0,0.267,0.787,76.695
7560,September Gurls,The Bangles,0.539,0.621,-10.198,0.0297,0.0161,0.0,0.326,0.863,118.315
7561,Angels Don't Fall In Love,The Bangles,0.634,0.521,-13.304,0.0486,0.127,0.0,0.0498,0.476,121.485
7562,Following,The Bangles,0.581,0.0813,-18.395,0.0357,0.926,0.001,0.104,0.155,117.632
7563,Not Like You,The Bangles,0.649,0.532,-10.35,0.0252,0.271,0.0,0.0824,0.762,107.388
7564,Manic Monday - Extended Remix,The Bangles,0.658,0.605,-9.923,0.0312,0.371,1.17e-05,0.365,0.757,122.029
7565,Hero Takes a Fall - Single Remix,The Bangles,0.418,0.786,-9.738,0.0585,0.00482,0.00692,0.099,0.759,158.407
7566,"Walking Down Your Street / James - Live at Queen Margaret Union, Glasgow University; March 1, 1986",The Bangles,0.42,0.787,-8.91,0.06,0.0488,0.00969,0.78,0.681,125.788
7567,Walk Like an Egyptian - Dub Mix,The Bangles,0.751,0.816,-12.281,0.069,0.0292,0.0994,0.0994,0.695,103.266
7568,Walking Down Your Street - Extended Remix,The Bangles,0.596,0.817,-9.999,0.0485,0.0317,5.58e-06,0.117,0.813,150.089
7569,If She Knew What She Wants - Extended Remix,The Bangles,0.604,0.576,-9.53,0.0284,0.535,1.16e-05,0.263,0.688,120.501
7570,Walk Like an Egyptian - A Capella Mix,The Bangles,0.818,0.33,-14.745,0.0895,0.719,0.0,0.112,0.797,103.315
7571,Bangles Hits Mix,The Bangles,0.446,0.613,-11.18,0.0837,0.177,0.00376,0.0708,0.691,103.288
7572,Let It Go - Live,The Bangles,0.213,0.764,-10.809,0.0536,0.248,4.45e-06,0.914,0.22,167.341
7573,Restless - Live,The Bangles,0.335,0.9,-7.552,0.199,0.0621,0.0,0.946,0.423,126.47
7574,Walking Down Your Street - Live,The Bangles,0.376,0.884,-8.525,0.0985,0.0931,0.00314,0.772,0.195,166.423
7575,James - Live,The Bangles,0.431,0.715,-9.489,0.0545,0.229,2.38e-05,0.603,0.41,127.695
7576,Going Down To Liverpool - Live,The Bangles,0.351,0.847,-9.144,0.0653,0.1,0.000521,0.974,0.373,95.081
7577,He’S Got A Secret - Live,The Bangles,0.329,0.824,-7.012,0.154,0.205,3.22e-05,0.743,0.387,133.041
7578,September Gurls - Live,The Bangles,0.282,0.672,-9.738,0.055,0.576,0.000842,0.856,0.491,121.225
7579,If She Knew What She Wants - Live,The Bangles,0.312,0.584,-10.972,0.0469,0.727,0.0,0.952,0.455,123.641
7580,Return Post - Live,The Bangles,0.275,0.7,-11.794,0.106,0.0815,6.97e-06,0.706,0.223,127.948
7581,Live - Live,The Bangles,0.346,0.882,-5.17,0.0682,0.0744,0.0,0.94,0.515,137.201
7582,In A Different Light - Live,The Bangles,0.2,0.831,-7.155,0.0754,0.138,7.02e-05,0.393,0.472,170.989
7583,I Want You - Live,The Bangles,0.271,0.968,-8.46,0.178,0.0271,0.000502,0.954,0.0897,123.055
7584,Angels Don’T Fall In Love - Live,The Bangles,0.409,0.903,-9.02,0.119,0.183,0.0,0.857,0.37,134.145
7585,Hero Takes A Fall - Live,The Bangles,0.0913,0.784,-9.55,0.0712,0.0252,0.000607,0.961,0.492,172.0
7586,Manic Monday - Live,The Bangles,0.3,0.652,-11.431,0.0587,0.277,0.000469,0.973,0.443,126.287
7587,Walk Like An Egyptian - Live,The Bangles,0.307,0.924,-8.057,0.155,0.093,1.41e-05,0.927,0.229,107.384
7588,Manic Monday,The Bangles,0.682,0.616,-10.38,0.0293,0.372,6.81e-06,0.164,0.83,121.63
7589,In a Different Light,The Bangles,0.53,0.691,-10.762,0.0292,0.001,9.43e-06,0.0833,0.934,153.191
7590,Walking Down Your Street,The Bangles,0.649,0.72,-11.383,0.0356,0.0466,0.0,0.223,0.808,149.997
7591,Walk Like an Egyptian,The Bangles,0.717,0.84,-12.781,0.104,0.00785,5.94e-06,0.296,0.788,103.043
7592,Standing in the Hallway,The Bangles,0.794,0.622,-12.514,0.0404,0.037,1.28e-06,0.0663,0.898,121.757
7593,Return Post,The Bangles,0.719,0.314,-14.246,0.0307,0.101,1.06e-05,0.0532,0.482,120.279
7594,If She Knew What She Wants,The Bangles,0.583,0.526,-11.224,0.0299,0.329,0.0,0.203,0.668,120.559
7595,Let It Go,The Bangles,0.422,0.595,-11.417,0.0276,0.00513,2.57e-06,0.169,0.743,76.858
